t,x0,x1,x2,x0_dot,x1_dot,x2_dot,theta0,theta1,theta2,theta0_dot,theta1_dot,theta2_dot,tau0,tau1,tau2
2.5958682111999995e-05,0.15000000029756866,-2.8551093303987974e-10,0.19999999979905853,3.4826392677217804e-05,-3.341534039044927e-05,-2.351781553364204e-05,-2.757195885722056,-0.3843967708629706,-1.9206867367884797,-0.000606492372960532,0.0003324132799472883,-0.0002650545148592987,-0.33232218828466586,0.633296338408004,1.1351810525381836
3.215041853439999e-05,0.15000000055633167,-5.337897092348058e-10,0.1999999996243192,5.245112977747727e-05,-5.032634868625486e-05,-3.5419987101952925e-05,-2.7571958913685943,-0.3843967677681346,-1.9206867392561953,-0.0009134163757616774,0.0005006415045701554,-0.0003991947972703598,-0.40764680317394647,0.7768376877611264,1.0043828812046167
3.958050224127999e-05,0.15000000102399122,-9.825044893154102e-10,0.19999999930851103,7.824103214260945e-05,-7.507226053670181e-05,-5.283654927816391e-05,-2.7571959015148875,-0.38439676220693253,-1.9206867436905184,-0.0013625258641181783,0.0007468089079250622,-0.0005954821264964469,-0.49709765776921716,0.9472981964263919,0.8490553680841604
4.8496602689535985e-05,0.1500000018611171,-1.7857266683028637e-09,0.19999999874319585,0.00011578659889592576,-0.00011109867084369671,-7.819265581005051e-05,-2.7571959195907314,-0.3843967522993554,-1.9206867515905237,-0.002016339918565486,0.0011051901365136986,-0.0008812467927839108,-0.6030920561807189,1.149284148246154,0.6650011708285093
5.9195923227443176e-05,0.15000000334772262,-3.21214301713345e-09,0.1999999977392659,0.00017019705815311717,-0.0001633088561939054,-0.00011493948325086603,-2.7571959515614446,-0.384396734775454,-1.9206867655636022,-0.002963818784565755,0.001624559151404677,-0.0012953810041688018,-0.7283549672880951,1.3879879965237525,0.44748882112690125
7.20351078729318e-05,0.15000000596995236,-5.728246087833972e-09,0.19999999596839083,0.0002487129442601763,-0.00023865191203612223,-0.00016796823863537096,-2.7571960077576216,-0.3843967039721626,-1.920686790125389,-0.004331026322476774,0.0023740387328961975,-0.0018930035622985054,-0.8759059037401835,1.669163281092244,0.19127558385046672
8.744212944751816e-05,0.1500000105682632,-1.0140544276902158e-08,0.1999999928629225,0.00036154621245422817,-0.0003469294883260797,-0.0002441780710460591,-2.757196105994351,-0.38439665012301844,-1.9206868330635452,-0.006295751089157956,0.0034511236755176075,-0.0027518580987290616,-1.049012295048803,1.999035638988881,-0.10931144873942422
0.00010593055533702178,0.15000001858956763,-1.7837560437462325e-08,0.1999999874455607,0.0005230179597141562,-0.0005018885512580175,-0.0003532453802927791,-2.757196276862398,-0.38439655645669096,-1.9206869077514215,-0.009107303714065484,0.004992547800981416,-0.003980979426316912,-1.251090499650088,2.384113932272486,-0.46020324341976604
0.00012811666640442614,0.1500000325140491,-3.119950660746517e-08,0.1999999780409912,0.0007530737620109927,-0.0007226772706999338,-0.0005086488485808623,-2.757196572652339,-0.3843963943027404,-1.9206870370508269,-0.013112879861611223,0.007188760711562003,-0.005732239069721942,-1.4855275282168783,2.8308500941860895,-0.8672788540321037
0.00015473999968531138,0.15000005657324958,-5.428760000630299e-08,0.19999996179067783,0.0010792568894698225,-0.001035741591763064,-0.0007290048861269041,-2.7571970823035983,-0.3843961148919224,-1.920687259850732,-0.018791880316242963,0.010302784093561735,-0.008215384317066235,-1.7553857335135443,3.3450756102593684,-1.3358519007477287
0.00018668799962237364,0.15000009794936842,-9.399544677645396e-08,0.19999993384238016,0.0015391969633378115,-0.0014772186206627764,-0.0010397531695700898,-2.757197956238923,-0.38439563573171986,-1.9206876419320567,-0.026799181750677137,0.014694003150622874,-0.011717014540987246,-2.062938670050154,3.93111564496462,-1.8698632872046859
0.00022502559954684837,0.15000016876030928,-1.6195506655239865e-07,0.19999988600841093,0.0021836016702803337,-0.002095816390425476,-0.0014751852156052435,-2.7571994471989374,-0.38439481819901034,-1.9206882938366994,-0.03801713097801794,0.020846784949881656,-0.016623409467117115,-2.408968879189821,4.590448354844182,-2.470659433161618
0.00027103071945621803,0.1500002893085373,-2.7765700777185423e-07,0.19999980456912364,0.0030795793942571138,-0.0029560171267718808,-0.002080701818190163,-2.757201976516791,-0.38439343116280844,-1.9206893998777874,-0.05361325295835023,0.029402296601322528,-0.023445913013052606,-2.7917382259042047,5.319738210139358,-3.1351999994629356
0.0003262368633474616,0.15000049332258109,-4.734853759865129e-07,0.19999966672809488,0.004313799706074055,-0.004141134430638876,-0.0029149695891489335,-2.7572062398860493,-0.38439109290987267,-1.920691264454331,-0.07509508115051775,0.041188841951875,-0.03284514038156725,-3.205521259664538,6.108033212658961,-3.8535035705449303
0.0003924842360169539,0.15000083625605717,-8.026925070677122e-07,0.19999943499720285,0.005994402602992028,-0.005755184506072285,-0.004051245855561036,-2.7572133724196415,-0.38438718047661247,-1.9206943843617972,-0.10434316457428616,0.057240358548020495,-0.04564574734209538,-3.638578523855594,6.932889449967846,-4.605115604191484
0.00047198108322034463,0.15000140809938653,-1.3517153350355728e-06,0.19999904852367553,0.008249525630622777,-0.007921533765554883,-0.0055764393753756115,-2.757225198416381,-0.38438069237671585,-1.9206995582746194,-0.14358522843829655,0.0787827874337175,-0.06282557803666548,-4.070454156278753,7.7552002208220525,-5.354395443659102
0.0005673772998644136,0.15000235246762766,-2.2585365565381896e-06,0.199998410158213,0.011218600466984948,-0.010774638036596822,-0.007585315391705367,-2.7572445928021723,-0.3843700498121708,-1.920708045296646,-0.19524468358418695,0.10715164360082785,-0.08544993216208599,-4.468539457862475,8.512617396846652,-6.044519704106951
0.0006818527598372962,0.15000389357296612,-3.738654530875076e-06,0.19999736815925082,0.015029928302437753,-0.014438650304054518,-0.01016546641537089,-2.7572759689051742,-0.38435282813512484,-1.9207217791472002,-0.2615508652779166,0.1435788757550439,-0.11450155068481518,-4.784007327742107,9.111769455600777,-6.590387899645001
0.0008192233118047554,0.15000637117642243,-6.1187889651947865e-06,0.19999569243637183,0.019754375444354648,-0.018983140011945697,-0.01336617909613802,-2.7573258596749,-0.3843254363308847,-1.9207436238060898,-0.3437346647548219,0.1887519861881873,-0.15052890352162795,-4.947597114052536,9.42021115261174,-6.871281909532046
0.0009840679741657064,0.15001027886044277,-9.873912132178605e-06,0.19999304842443563,0.02532087430052385,-0.02434213671478943,-0.017141479078722974,-2.7574034346936123,-0.38428283067068614,-1.9207776018932157,-0.44056047834286954,0.24200837837783026,-0.19300349324954325,-4.866511956400008,9.260568555415913,-6.725524445635906
0.0011818815689988477,0.15001628943624642,-1.5652158815545352e-05,0.19998897944331884,0.031377213534671156,-0.030180500516833318,-0.021256051608409026,-2.7575205209405107,-0.38421849915686684,-1.9208289070460176,-0.5459049071725899,0.30000609492267155,-0.239259676476074,-4.425245439515035,8.412372490151872,-5.95214370982686
0.0014192578827986171,0.15002522728498982,-2.4249121969126867e-05,0.19998292462350675,0.03708676450163431,-0.03569831336060562,-0.025147394778069827,-2.757690172610528,-0.3841252397910295,-1.9209032832404438,-0.6452111823756747,0.35477900861600575,-0.2829443520273342,-3.496159213596423,6.6328725250195815,-4.329839419862489
0.0017041094593583405,0.15003790435299516,-3.6451586978676724e-05,0.19997432869344806,0.04088778293710131,-0.03939830458158232,-0.027761674648882653,-2.757922014819701,-0.3839977040897665,-1.9210049969033898,-0.7112642310852152,0.3914264550376489,-0.3121773810947076,-1.9713543704444285,3.718967109058351,-1.6734332960127467
0.0020459313512300086,0.15005467596017677,-5.261223058901193e-05,0.19996294123566805,0.04035427775443787,-0.0389492476581703,-0.027456834192293084,-2.758211800090497,-0.3838381032784376,-1.9211322893259224,-0.7016863339561429,0.386761482966222,-0.308480224758333,0.16183541389329376,-0.34767329233787303,2.033829580127632
0.0024561176214760103,0.15007453928499345,-7.178396653996316e-05,0.19994942633597593,0.03259757118921019,-0.03156776445184529,-0.02227091821665185,-2.7585237306437436,-0.38366585819105,-1.921269690147244,-0.5658477700726394,0.31312139525245863,-0.24982076389572117,2.6593680565376547,-5.093972033163869,6.360710072200705
0.002948341145771212,0.1500937936346425,-9.043004206709286e-05,0.19993627161215125,0.016391103541872842,-0.016058295944940692,-0.011359537139409652,-2.7587740763374518,-0.38352653474577797,-1.9213809049623665,-0.2820772333681592,0.1586735281768246,-0.12678751298882318,4.694695657976469,-8.943630568109212,9.870065444050926
0.0035390093749254545,0.15010541167956606,-0.0001018121923419323,0.19992821995092788,-0.0010345674498702796,0.0006536462077678509,0.00040248858623900287,-2.7588657738394393,-0.3834730229952545,-1.92142380803086,0.02299709442817427,-0.0076175183178418815,0.005686246548045976,4.2297901960216535,-8.039102088375042,9.044233622721542
0.004247811249910545,0.15010453171554813,-0.000101256225552761,0.1999285622925254,0.010195880681456066,-0.010120361123722001,-0.007185008243918238,-2.758929941512736,-0.3834338932639817,-1.9214553138531838,-0.17361498795977812,0.09957663206263075,-0.07973559648042357,-2.2859735974249333,4.326824412936913,-2.2360897867501683
0.005098373499892654,0.1501149383930037,-0.00011158582210639034,0.1999212287363917,0.03818292359494531,-0.03706269310162921,-0.02618340888140702,-2.759357380152982,-0.38319549962389443,-1.9216456919713938,-0.6631832215920938,0.36741396451990255,-0.2932032529133637,-4.76726246574315,9.024928408201337,-6.522374123214668
0.006119048199871184,0.1501617052059052,-0.00015698056590067244,0.19988915904478638,0.03511321966700215,-0.034270977644127655,-0.024242603707798745,-2.7601362051879503,-0.382762811564093,-1.92199103755879,-0.6086649640973643,0.3391423072392446,-0.2707290602321042,0.3767327749847603,-0.7532806876969406,2.4034526540413395
0.00734385783984542,0.1502067785073861,-0.00020097271820250907,0.19985803987667916,-0.001621512940925414,0.0009387270937841206,0.0005558865433894127,-2.7605020244430225,-0.3825525923023264,-1.9221593279024674,0.037415358805326204,-0.011374317473633211,0.008354205362444966,4.928340228274015,-9.346458729141954,10.247473659181876
0.008627514021430152,0.1502045795565163,-0.00019969970045022182,0.19985879372030707,0.032795609029546605,-0.0321115173297424,-0.022747428096823497,-2.7608627858979617,-0.3823448875839462,-1.9223256844281194,-0.5681925170972182,0.31746358860090845,-0.2535311043394682,-4.423238625227933,8.328259874546514,-5.897472905395446
0.009983624610670285,0.15025794892373898,-0.0002519558228751399,0.19982177608656299,0.03913538599804196,-0.03839252813584572,-0.027211867758242057,-2.7618779660350543,-0.3817778474754861,-1.9227784405023332,-0.6791992869395573,0.37938297858154796,-0.30287043952466436,-0.731904080957596,1.342102596212606,0.48854205907571147
0.011610957317758444,0.15031110513837911,-0.0003041030398789242,0.19978481516624938,0.005333179588546765,-0.00602728189539758,-0.004405343362877141,-2.762393550037635,-0.3814816579812108,-1.9230155154781234,-0.08122757958981863,0.05697160158177644,-0.04638325684070804,4.293232837939979,-8.112516063449796,9.130919405859503
0.012969222051439692,0.1503183810054583,-0.00031232584602892917,0.19977880511310672,0.04366826976429654,-0.042860355730742004,-0.030400118770507342,-2.7629683995614087,-0.3811537170915804,-1.9232778580149157,-0.7600811493144899,0.4235319814586393,-0.3380170482454087,-4.934902171797022,9.230258589391251,-6.7329979591797375
0.014333486456640968,0.1503898710847497,-0.0003824932752901882,0.19972903655316374,0.03121350683770896,-0.03108292447554504,-0.02211582285104381,-2.764031094915549,-0.3805568801051641,-1.9237544615833546,-0.5387109351187894,0.30569347725410767,-0.24430991066457797,1.2653702784417753,-2.4274199724900236,3.937582926065703
0.0159706037428825,0.15045119129067958,-0.0004435569468492139,0.19968558911809706,0.007568032071300742,-0.00846361808150042,-0.0061655727510310804,-2.7646745130042065,-0.3801780046382171,-1.9240582262136074,-0.11759874816515442,0.08025168957690312,-0.06510729959469103,2.073423699822146,-3.9109967117442035,5.294325500754759
0.017935144486372335,0.1504690325395021,-0.0004635094939193477,0.19967105409544544,0.02854675928994588,-0.028632895068913415,-0.020411012996276495,-2.7653945162389517,-0.37975190606455883,-1.9243999425419198,-0.4918663375018113,0.28099158564090565,-0.2246201008280146,-1.5893659396241582,2.9342096086405594,-0.9783144794789134
0.02029259337856014,0.15054978957077847,-0.0005445101980317553,0.19961331259147364,0.045354998187519396,-0.04505574462048351,-0.03207359248900891,-2.767212824652661,-0.3787264390828692,-1.9252185201082843,-0.7923692719046046,0.4437686411413254,-0.3539204170463731,-1.105182995924431,2.008439182164239,-0.1287173147099161
0.023121532049185507,0.15061004566900119,-0.0006043687248059126,0.19957070142144595,0.010401563633186475,-0.011634533921078946,-0.008487305315061913,-2.767846885340026,-0.3783584925012917,-1.9255129047365855,-0.16342272373309286,0.11036554995315995,-0.08942164096578614,4.594669860617824,-8.556145013391614,9.56705402027848
0.024450075773817328,0.15062662838751065,-0.0006229171092417512,0.19955717051398753,0.031041928536484787,-0.03141519706692543,-0.022460547002271344,-2.7684051718282134,-0.37802521370070036,-1.9257802075143937,-0.5360337654960263,0.3075709737337575,-0.24579335385836723,-2.326250344570345,4.250629288254104,-2.1936350395771336
0.026044328243375513,0.1506860147929856,-0.0006830176158484748,0.19951420117495633,0.0438993666310399,-0.04390419925521812,-0.03131675627451838,-2.7696538469345975,-0.37731801649582564,-1.9263445569841604,-0.7686933086748812,0.4316330403038172,-0.3440987321864641,-1.2557325940129933,2.255949190695168,-0.3594124093831059
0.027957431206845337,0.15075606390229176,-0.0007530744364508393,0.19946422981883574,0.015483179185550845,-0.01676189183567314,-0.012149634570002382,-2.77046845628611,-0.37684564967784817,-1.9267221781571748,-0.2535771446905779,0.16064457784041486,-0.12937759793386294,3.1098463677730073,-5.77448198763402,7.022853563204611
0.029553105921127663,0.15078032994645074,-0.0007793445456188621,0.1994451882792748,0.049826575863077316,-0.04971147362139203,-0.03545468272974843,-2.7713570989849665,-0.3763361774213173,-1.9271289707323667,-0.8789554635583818,0.48924530289960017,-0.3895377907796382,-3.961650681855664,7.195777011510274,-4.910448771603239
0.031120357960787888,0.15084714886261835,-0.0008460091062662474,0.1993976424980921,0.016601958535869175,-0.017986750998974368,-0.013043558872186074,-2.77212886469735,-0.3758926929423697,-1.927483060119668,-0.2732756444853601,0.17237601379608258,-0.13871665136817318,4.360556072345949,-8.037161796303312,9.11309549436163
0.032461387622372856,0.15087386532522276,-0.0008749540261924487,0.19937665233888383,0.03166275277165632,-0.03241152834321813,-0.02324217207917079,-2.772791325599138,-0.37549936824189345,-1.9277979405373895,-0.5493648739819605,0.3163382389207647,-0.25253792400977987,-1.71901871378757,3.07866103519772,-1.1262101093639274
0.03407062321627481,0.15093500871973603,-0.0009375433682676513,0.19933176978217654,0.047276676530210456,-0.04751312870909353,-0.03395185923927047,-2.774130250342521,-0.37474319070912265,-1.9284004130183343,-0.8365163232203258,0.46668464350659056,-0.3713234033722245,-1.521789703442683,2.6982182534558197,-0.77431743181489
0.03600170592895716,0.15100893838103913,-0.0010118427854584624,0.19927867701765944,0.018031012519631216,-0.01960090543088703,-0.014219965699417062,-2.7750170488488877,-0.37423170550630075,-1.9288085252951794,-0.29893939192002517,0.18770599657267767,-0.15081034373871852,3.3003813175702015,-6.05485828864363,7.298101820433057
0.03756547197024905,0.15103663941022388,-0.0010419556397863817,0.19925683089646037,0.052608360259914604,-0.05272736141277874,-0.03766856352105719,-2.77596867016707,-0.3736890255700025,-1.9292409828929051,-0.9384291719317405,0.5185175789683808,-0.4119773761469657,-4.125206334505322,7.379339104242641,-5.101939935264992
0.03910177111898468,0.1511163614132315,-0.0011218579755437835,0.19919974846090294,0.01830353535673124,-0.01999659040108501,-0.014519076118495018,-2.776909028583912,-0.3731514417152151,-1.9296693264026743,-0.30409990629587536,0.19123080957019972,-0.1535460977301058,4.021351923412097,-7.329540546009316,8.483651746234427
0.04061715769658871,0.15114964573139425,-0.0011582210531737634,0.1991733460452199,0.04183948920082133,-0.04252683719180006,-0.030469472681012195,-2.7778617325807127,-0.37259880969683606,-1.9301100658083559,-0.7424971171361243,0.41636114989281964,-0.33103573113275453,-2.40351378902999,4.2497405537481265,-2.219300655633421
0.042435621589713556,0.15124094605189642,-0.001251021274680268,0.19910685688212434,0.03764344510970601,-0.03865329863687357,-0.027741031242111015,-2.7793981893898474,-0.37173298903253665,-1.9307985068253042,-0.665953148037792,0.37722724028497867,-0.2999762106770443,0.27143285330478184,-0.5709525119780562,2.2410035731199307
0.04461777826146337,0.1513238129978293,-0.0013361112763773666,0.19904578875912543,0.060604524493276316,-0.060841941910346115,-0.04350780682530837,-2.7813420542200795,-0.3706587146289482,-1.9316507231737159,-1.098701633140342,0.598549119661395,-0.4740923297866037,-2.00139846578864,3.473940273574849,-1.5046313492342605
0.04681914282019022,0.15143490997035305,-0.001447643469810475,0.19896603257491552,0.035897014200866634,-0.037357864249897836,-0.02688030236817251,-2.7829305365606554,-0.36977743356668585,-1.9323496509914686,-0.6356155951558663,0.36315353417329016,-0.2886322045802946,2.369214598466511,-4.323154375748571,5.7238453353604015
0.0486522893295087,0.15151387535388577,-0.0015298223959448274,0.19890690193596874,0.05844099759463866,-0.05908338019354549,-0.04231239125028008,-2.784803363912161,-0.3687396172205974,-1.9331721212923236,-1.0657298583864627,0.5801818404650569,-0.45895626625744446,-1.9847840957475658,3.403452880242075,-1.4474908665644461
0.05085206514069087,0.15162131881325042,-0.0016384468722582463,0.19882911083251337,0.03425681846531442,-0.03608231548906786,-0.026013821024942547,-2.786340451471438,-0.36788516265992,-1.9338490200245395,-0.6076335596630822,0.3495400720128419,-0.2775813170221356,2.333933406944463,-4.219247846009213,5.635100587057051
0.05269055975554849,0.15169689598477518,-0.0017180514435201403,0.1987717193086739,0.056836835746133824,-0.05778883907348093,-0.04142877716442284,-2.788163341177123,-0.3668742122635581,-1.9346491823092802,-1.0434583460860754,0.5666914636723283,-0.4476093828249419,-1.998777488408486,3.389466488861398,-1.4425862221208843
0.054896753293377634,0.15180075704496948,-0.0018236521514901965,0.19869601423708846,0.03273297436065582,-0.0348528104380929,-0.025164497143817636,-2.7896474071624766,-0.36604908768840033,-1.9353019563028069,-0.5820750979690453,0.33659682738185204,-0.2670104416923123,2.3639227877980034,-4.231476029429372,5.65396351751084
0.056724108015554706,0.1518725347512921,-0.0019000782887724263,0.1986408328818641,0.05467300187821185,-0.055895355126877884,-0.04010457243679052,-2.7913948679122593,-0.3650796090572792,-1.9360682236885205,-1.0103206062894525,0.5474016020962489,-0.43169589310008794,-1.971061846172033,3.3052603650164736,-1.372116974886355
0.058916933682167195,0.15197376248477623,-0.0020035692242873606,0.19856657877415715,0.031521362688391175,-0.03386009890555166,-0.024467775095275708,-2.7928500313611453,-0.36427103432992836,-1.9367069318798023,-0.5627842590689165,0.32622396076433385,-0.2584027497271322,2.258012402368124,-4.009008736238058,5.453530862626285
0.06076844594611146,0.15204379711228877,-0.002078800090345754,0.19851221591136475,0.0542798999831951,-0.05565075218960867,-0.039940235706396675,-2.794600828283068,-0.3633031411266049,-1.937470561547142,-1.011727552402788,0.5447962500195671,-0.42880215097347396,-2.0326464281476753,3.376110169211511,-1.4460762349071543
0.06299026066284458,0.15214156644125426,-0.0021790386077285722,0.19844027528426436,0.030177844959675373,-0.032707558843985574,-0.02365051989900053,-2.7959979736463603,-0.36252957239932265,-1.9380805003158366,-0.5408894285292296,0.31435824522347,-0.24862191111304652,2.4451234983379564,-4.292005119963278,5.725125565611616
0.06479146753676596,0.15220679429139206,-0.0022497343035113417,0.1983891559094477,0.050816469077924364,-0.052422366158041536,-0.03764454158063837,-2.7976132825376157,-0.36163584743741584,-1.9387845356029996,-0.9524238395615786,0.512392270030952,-0.40266194552104084,-1.9132389213383696,3.140537872556055,-1.2334198677593018
0.0669529157854716,0.1523143711364148,-0.002360710781457139,0.19830946361501922,0.02746571758222586,-0.030174222409290727,-0.021828972282047773,-2.7991410909594223,-0.3607879896325856,-1.9394519922156828,-0.4924422104252804,0.2888624400192398,-0.22810634014107328,2.020941723663013,-3.534526930004813,5.0219712873493005
0.06906988390574356,0.15235786629076264,-0.002408495167832245,0.198274894901647,0.05592404034045727,-0.05728739875893587,-0.04107794943937377,-2.800374200357618,-0.36011446866714353,-1.9399811617240414,-1.063529299131981,0.5615281055176928,-0.44003112029143565,-3.554339071837909,5.859588150588229,-3.7926550596967195
0.07065350007079156,0.15246414094792018,-0.0025173606687060868,0.19819683285593592,0.053792888725366736,-0.0553981942166695,-0.039747096116864326,-2.802359383140142,-0.3590657691176984,-1.940802643950161,-1.0258688588507352,0.542187183356259,-0.42455280281380564,0.08483252112735193,-0.2906425519564863,1.9840267087491779
0.07255383946884915,0.15258681064285637,-0.0026436911139675065,0.1981061932886848,0.03533236446159189,-0.03784755955606548,-0.02725935792158508,-2.804278561417798,-0.35803095810642194,-1.941613597586735,-0.6585768370032465,0.36558503739679493,-0.28684916091250345,1.4628573261477111,-2.573004731150112,4.128178096322055
0.07483424674651826,0.15268349726012292,-0.0027472605342719067,0.19803159836285805,0.02251813839939701,-0.025538375237744684,-0.01846099703444927,-2.805729852882095,-0.3571996549650659,-1.942266487037432,-0.4032010112482569,0.24216633512994962,-0.19045795945021576,0.8416221121542973,-1.4950805819319912,3.1121601373060317
0.0775707354797212,0.15271377468733163,-0.002781598910010375,0.1980067760847462,0.05327358362687283,-0.05474652426715966,-0.03920179073325119,-2.806696095506878,-0.35667600724183945,-1.942675943176477,-1.0327522885174334,0.5365269875427294,-0.4184371423638315,-4.5717258231076725,7.4161431912949665,-5.2895044382853005
0.07891531497699938,0.1527997313692811,-0.0028699321749026136,0.19794352417585437,0.04264265117229778,-0.044702829734243575,-0.03206280266646341,-2.8081897058331786,-0.355892129940759,-1.9432874249577843,-0.8191593659907102,0.4352075495539026,-0.33959061776879473,1.176465220199069,-2.070598018896056,3.6601589108174197
0.0805288103737332,0.15288229583492632,-0.002956485546899227,0.1978814443544439,0.019281155804156395,-0.022434536963051623,-0.016208251559564603,-2.809313085211906,-0.35526667812774515,-1.9437763984898557,-0.3426642398936256,0.2110904468824333,-0.1656646436533688,2.3007791813524276,-3.8711046810426044,5.3584898606667295
0.08246500484981378,0.15292247835418613,-0.0030032398090793157,0.19784766586175004,0.03750951047306616,-0.03966423781301157,-0.028423922383877573,-2.810423644847814,-0.35464513302744677,-1.9442617325780436,-0.7218900181933117,0.3851939340888334,-0.299966915403739,-1.8003740986945282,2.8391179310203163,-0.9835630883530473
0.08454903547888763,0.1529886253785599,-0.003073186637824729,0.19779754103039363,0.015576236406706826,-0.01876393496271228,-0.013539829382134156,-2.8112979699807767,-0.35415162390046945,-1.9446467916611787,-0.27094335357343835,0.1747124013430485,-0.13687950531835394,2.399168564080151,-3.9923679814195885,5.477188244619219
0.08631250888975116,0.15301635204608036,-0.003106587606614769,0.19777343929376356,0.03977854115306821,-0.04165080676205255,-0.029786127716189062,-2.8122310573047686,-0.3536345547644513,-1.9450493778241436,-0.776034739155357,0.4060160887565243,-0.31529667982209253,-2.773284440522107,4.395734653446871,-2.46292431082441
0.08809257095330096,0.1530694192875392,-0.003162152575950672,0.1977337026019237,0.008893614970251379,-0.012304935135397786,-0.00890835195976644,-2.8128380677798233,-0.35329048662893603,-1.9453172739231235,-0.1353182345210131,0.1100231607329179,-0.08647411015552958,4.552321651031165,-7.437067987503808,8.743729828456882
0.08942663801359443,0.15308175870606314,-0.0031792250200640753,0.19772134273660932,0.03778575879881718,-0.039587639468022816,-0.028280349683620094,-2.8134463120816706,-0.3529462755507034,-1.9455849441354134,-0.7401475490060012,0.38594028876402026,-0.29923136166804,-4.220931156307553,6.702627112534134,-4.656334638562059
0.09081408491400847,0.1531446695867734,-0.0032451359172736153,0.19767425775639594,0.038119711290780595,-0.039930033913650215,-0.028517621088731536,-2.814686850434036,-0.35230083163806636,-1.946085133882416,-0.7500207231906864,0.3893942996385914,-0.3016206754524881,-0.1326828825884224,0.1062786538853436,1.5994812118328776
0.09247902119450531,0.15320677387963105,-0.0033101895715647823,0.19762779710305603,0.010472604342364362,-0.013650690013286585,-0.009802859199142836,-2.8154371513486907,-0.35188266107754174,-1.9464095714772707,-0.17252534830736654,0.1241963899958552,-0.09682155283071966,3.342730689828798,-5.444834021343669,6.86517937322951
0.09410821225484468,0.1532214719044952,-0.003329347956114491,0.19761403904789243,0.0370360675129194,-0.038722859076977006,-0.027613252818461137,-2.8160737157966182,-0.3515301288965121,-1.9466826492816944,-0.733366750308831,0.37797280491088264,-0.29219383713468483,-3.8698201970387527,6.089987364235109,-4.0880165558294514
