t,theta_ideal0,theta_ideal1,theta_ideal2,theta_dot_ideal0,theta_dot_ideal1,theta_dot_ideal2,tau_ideal0,tau_ideal1,tau_ideal2
0.0,-2.7571960135470728,-0.3843965383781136,2.8479813883268053,0.0,0.0,0.0,0.8968633534724342,-0.9080876093113327,3.422519807724122
0.003012048192771082,-2.7574480458493555,-0.3845512852089654,2.8472703783301756,-0.0007475781444698274,-0.0004678672586339334,-0.0021537011490023665,0.895429057586672,-0.9067441325024136,3.4244797608243758
0.006024096385542164,-2.7576974145010986,-0.38470752226543303,2.846552388646786,-0.0014937276257628368,-0.0009368664986252313,-0.004305268657240745,0.8939861770074289,-0.9053924768812145,3.426457158941987
0.009036144578313246,-2.7579465694714123,-0.3848639612506577,2.8458346879102545,-0.002238447181814394,-0.0014069980008118398,-0.0064547075905539,0.8925441659563134,-0.904042097011568,3.428433121812072
0.012048192771084328,-2.758195485620079,-0.38502058935809114,2.8451173419799005,-0.0029817355215693616,-0.0018782620309824244,-0.008602023607332242,0.8911031558057088,-0.90269312339241,3.430407476975578
0.01506024096385541,-2.758444163059228,-0.38517740648990784,2.8444003508495084,-0.0037235913617662602,-0.0023506588583074362,-0.010747222193290263,0.8896631490857003,-0.9013455577358724,3.4323802229596154
0.01807228915662649,-2.758692601643374,-0.3853344126749014,2.8436837139128115,-0.00446401341913141,-0.0028241887518736623,-0.012890308806313356,0.8882241476116102,-0.8999994010395327,3.4343513598585287
0.021084337349397575,-2.7589408012296732,-0.38549160794311366,2.842967430560142,-0.005203000410535589,-0.003298851980613623,-0.015031288879318311,0.8867861531875312,-0.8986546542897035,3.4363208877853713
0.024096385542168655,-2.759188761675267,-0.3856489923245865,2.8422515001838704,-0.005940551052992793,-0.0037746488133047944,-0.017170167820443935,0.8853491676173164,-0.897311318472414,3.438288806857765
0.027108433734939735,-2.7594364828373075,-0.385806565849349,2.8415359221784433,-0.00667666406366143,-0.004251579518569901,-0.019306951013203705,0.8839131927046273,-0.8959693945734597,3.4402551171977933
0.03012048192771082,-2.75968396457296,-0.3859643285474177,2.8408206959403826,-0.007411338159845444,-0.004729644364877233,-0.021441643816637032,0.8824782302529415,-0.8946288835784135,3.442219818931958
0.0331325301204819,-2.7599312067394006,-0.3861222804487956,2.8401058208682644,-0.008144572058995422,-0.0052088436205409445,-0.023574251565458903,0.8810442820655245,-0.8932897864725988,3.444182912191239
0.03614457831325298,-2.7601782091938185,-0.3862804215834732,2.8393912963627224,-0.00887636447870977,-0.005689177553721393,-0.025704779570209193,0.8796113499454529,-0.8919521042411118,3.446144397111038
0.03915662650602406,-2.760424971793414,-0.38643875198142896,2.838677121826424,-0.009606714136735773,-0.006170646432425441,-0.027833233117400036,0.8781794356955807,-0.8906158378687942,3.44810427383123
0.04216867469879515,-2.7606714943954,-0.3865972716726276,2.8379632966640673,-0.010335619750970753,-0.0066532505245067985,-0.029959617469662567,0.8767485411185454,-0.8892809883402374,3.4500625424961493
0.04518072289156623,-2.760917776857,-0.38675598068702044,2.8372498202823713,-0.011063080039463168,-0.007136990097666325,-0.03208393786589265,0.8753186680167633,-0.8879475566397811,3.4520192032545864
0.04819277108433731,-2.7611638190354535,-0.38691487905454935,2.8365366920900623,-0.011789093720413701,-0.007621865419452442,-0.03420619952139524,0.8738898181924175,-0.8866155437515033,3.453974256259803
0.05120481927710839,-2.761409620788008,-0.3870739668051395,2.835823911497876,-0.0125136595121764,-0.00810787675726136,-0.036326407628028114,0.8724619934474708,-0.885284950659234,3.4559277016695122
0.05421686746987947,-2.7616551819719275,-0.38723324396870584,2.835111477918523,-0.013236776133259727,-0.008595024378337519,-0.0384445673543436,0.8710351955836212,-0.8839557783465162,3.457879539645934
0.05722891566265056,-2.761900502444485,-0.38739271057515046,2.834399390766708,-0.013958442302327704,-0.0090833085497739,-0.040560683845730854,0.8696094264023437,-0.8826280277966444,3.459829770355735
0.06024096385542164,-2.762145582062968,-0.3875523666543612,2.833687649459101,-0.014678656738200927,-0.009572729538512358,-0.04267476222455534,0.8681846877048477,-0.8813016999926262,3.461778393970084
0.06325301204819272,-2.7623904206846754,-0.3877122122362153,2.832976253414333,-0.015397418159857736,-0.010063287611344012,-0.04478680759029857,0.8667609812920931,-0.8799767959172023,3.463725410664632
0.0662650602409638,-2.7626350181669213,-0.38787224735057624,2.8322652020529935,-0.016114725286435243,-0.010554983034909614,-0.046896825019696546,0.8653383089647838,-0.8786533165528407,3.4656708206195064
0.06927710843373489,-2.762879374367029,-0.3880324720272952,2.8315544947976052,-0.01683057683723037,-0.011047816075699875,-0.04900481956687625,0.8639166725233435,-0.8773312628817116,3.4676146240193533
0.07228915662650597,-2.763123489142338,-0.3881928862962116,2.83084413107263,-0.017544971531701033,-0.011541787000055887,-0.05111079626349276,0.8624960737679339,-0.8760106358857126,3.46955682105331
0.07530120481927705,-2.7633673623501975,-0.3883534901871508,2.8301341103044537,-0.018257908089467072,-0.012036896074169428,-0.053214760118864064,0.861076514498442,-0.8746914365464538,3.471497411915012
0.07831325301204813,-2.7636109938479745,-0.3885142837299276,2.8294244319213755,-0.018969385230311407,-0.012533143564083454,-0.05531671612010554,0.8596579965144717,-0.8733736658452541,3.4734363968026116
0.0813253012048192,-2.763854383493043,-0.38867526695434207,2.8287150953536004,-0.019679401674181016,-0.013030529735692346,-0.057416669232263066,0.8582405216153408,-0.8720573247631409,3.4753737759187757
0.0843373493975903,-2.764097531142795,-0.38883643989018424,2.8280061000332246,-0.020387956141188088,-0.013529054854742418,-0.059514624398445216,0.8568240916000723,-0.8707424142808375,3.4773095494707067
0.08734939759036138,-2.7643404366546327,-0.38899780256723004,2.8272974453942443,-0.021095047351610954,-0.014028719186832225,-0.06161058653995554,0.855408708267412,-0.8694289353787928,3.479243717670101
0.09036144578313246,-2.764583099885974,-0.38915935501524346,2.826589130872521,-0.021800674025895216,-0.014529522997413034,-0.0637045605564218,0.8539943734157882,-0.8681168890371348,3.4811762807332145
0.09337349397590354,-2.7648255206942487,-0.38932109726397646,2.8258811559057913,-0.0225048348846547,-0.015031466551789163,-0.06579655132592623,0.852581088843337,-0.8668062762357001,3.4831072388808315
0.09638554216867462,-2.7650676989368996,-0.3894830293431679,2.8251735199336503,-0.02320752864867258,-0.015534550115118438,-0.06788656370513384,0.8511688563478852,-0.8654970979540207,3.4850365923382784
0.0993975903614457,-2.7653096344713846,-0.3896451512825463,2.824466222397544,-0.02390875403890232,-0.01603877395241259,-0.06997460252942003,0.8497576777269481,-0.8641893551713232,3.4869643413354368
0.10240963855421678,-2.7655513271551726,-0.3898074631118247,2.8237592627407624,-0.024608509776468765,-0.01654413832853758,-0.07206067261299741,0.8483475547777268,-0.862883048866528,3.488890486106739
0.10542168674698786,-2.7657927768457506,-0.3899699648607067,2.8230526404084335,-0.025306794582669098,-0.017050643508214246,-0.07414477874904209,0.8469384892971162,-0.861578180018258,3.4908150268911604
0.10843373493975894,-2.7660339834006145,-0.3901326565588825,2.8223463548474985,-0.026003607178973858,-0.01755828975601847,-0.0762269257098169,0.8455304830816636,-0.8602747496048028,3.4927379639322824
